BITF,BITF,BITF,BITF,BITF
Open,High,Low,Close,Volume
0.8240000009536743,0.8619999885559082,0.8019999861717224,0.843999981880188,17152200
0.8600000143051147,1.0199999809265137,0.8399999737739563,1.0099999904632568,52660300
1.0099999904632568,1.0700000524520874,1.0,1.0199999809265137,28048400
1.0449999570846558,1.059999942779541,0.9430000185966492,1.0299999713897705,27852600
1.059999942779541,1.090000033378601,1.0099999904632568,1.0299999713897705,21212800
1.0499999523162842,1.059000015258789,0.9800000190734863,1.0299999713897705,22183400
1.0399999618530273,1.090000033378601,1.0,1.0700000524520874,23200400
1.1200000047683716,1.149999976158142,1.059999942779541,1.0700000524520874,18703300
1.1150000095367432,1.159999966621399,1.059999942779541,1.0800000429153442,23666900
1.065000057220459,1.0800000429153442,1.0099999904632568,1.0199999809265137,19058700
1.034999966621399,1.0700000524520874,1.0199999809265137,1.0399999618530273,19132400
1.0399999618530273,1.0800000429153442,1.0099999904632568,1.0800000429153442,15045400
1.090000033378601,1.1100000143051147,1.0299999713897705,1.0399999618530273,23882900
1.059999942779541,1.2300000190734863,1.0499999523162842,1.1299999952316284,44937300
1.2300000190734863,1.340000033378601,1.2100000381469727,1.3200000524520874,60579500
1.350000023841858,1.350000023841858,1.2400000095367432,1.2699999809265137,41185400
1.2649999856948853,1.2699999809265137,1.2100000381469727,1.2300000190734863,30175100
1.2100000381469727,1.25,1.149999976158142,1.2300000190734863,21115800
1.2599999904632568,1.309999942779541,1.25,1.2799999713897705,20065400
1.2899999618530273,1.3200000524520874,1.2200000286102295,1.2400000095367432,25279000
1.2400000095367432,1.2599999904632568,1.1799999475479126,1.2000000476837158,25331200
1.2100000381469727,1.3300000429153442,1.2089999914169312,1.2599999904632568,35011100
1.2100000381469727,1.2300000190734863,1.149999976158142,1.159999966621399,33594300
1.190000057220459,1.2300000190734863,1.1399999856948853,1.2000000476837158,28096200
1.2200000286102295,1.2300000190734863,1.159999966621399,1.2300000190734863,21328000
1.2300000190734863,1.2799999713897705,1.2000000476837158,1.2699999809265137,25304300
1.2899999618530273,1.3300000429153442,1.2599999904632568,1.2799999713897705,29277200
1.2899999618530273,1.3049999475479126,1.2200000286102295,1.2400000095367432,20315600
1.2599999904632568,1.309999942779541,1.2300000190734863,1.2300000190734863,25791900
1.2000000476837158,1.284999966621399,1.1699999570846558,1.2699999809265137,31577800
1.274999976158142,1.3300000429153442,1.25,1.2699999809265137,27277900
1.2599999904632568,1.2999999523162842,1.2300000190734863,1.2699999809265137,24947900
1.2699999809265137,1.309999942779541,1.2200000286102295,1.2599999904632568,21272300
1.2450000047683716,1.399999976158142,1.2450000047683716,1.3799999952316284,57759100
1.399999976158142,1.4290000200271606,1.2699999809265137,1.2799999713897705,33519800
1.2699999809265137,1.2899999618530273,1.1799999475479126,1.2599999904632568,26716900
1.2300000190734863,1.2599999904632568,1.2100000381469727,1.2300000190734863,13657500
1.2200000286102295,1.3200000524520874,1.2100000381469727,1.2699999809265137,24559700
1.2549999952316284,1.2699999809265137,1.2200000286102295,1.2400000095367432,18345600
1.2300000190734863,1.2999999523162842,1.2100000381469727,1.2999999523162842,15974200
1.2999999523162842,1.3700000047683716,1.2799999713897705,1.340000033378601,28501700
1.3600000143051147,1.3799999952316284,1.3200000524520874,1.3200000524520874,20569600
1.3350000381469727,1.3799999952316284,1.2799999713897705,1.340000033378601,23290500
1.309999942779541,1.3700000047683716,1.2699999809265137,1.340000033378601,23446600
1.350000023841858,1.3799999952316284,1.2899999618530273,1.2899999618530273,33839900
1.2899999618530273,1.2999999523162842,1.2400000095367432,1.25,18381500
1.2999999523162842,1.309999942779541,1.2300000190734863,1.2899999618530273,17876500
1.2899999618530273,1.340000033378601,1.2699999809265137,1.2799999713897705,16880800
1.2999999523162842,1.6200000047683716,1.2999999523162842,1.590000033378601,113559800
1.6799999475479126,1.8600000143051147,1.6200000047683716,1.75,94499100
1.8799999952316284,2.109999895095825,1.8200000524520874,2.0399999618530273,119211100
2.119999885559082,2.25,2.0399999618530273,2.2300000190734863,139542700
2.5299999713897705,2.680000066757202,2.359999895095825,2.4800000190734863,171934900
2.4800000190734863,2.9100000858306885,2.3299999237060547,2.890000104904175,156449800
2.7929999828338623,3.119999885559082,2.684999942779541,3.049999952316284,146924068
