NU,NU,NU,NU,NU
Open,High,Low,Close,Volume
13.3100004196167,13.420000076293945,13.039999961853027,13.390000343322754,97424800
13.40999984741211,13.520000457763672,13.180000305175781,13.25,186379700
13.430000305175781,13.960000038146973,13.300000190734863,13.720000267028809,121478000
13.729999542236328,13.984999656677246,13.399999618530273,13.640000343322754,84237500
13.65999984741211,13.744999885559082,13.34000015258789,13.489999771118164,60905200
13.569999694824219,13.6850004196167,13.529999732971191,13.600000381469727,32685700
13.449999809265137,13.520000457763672,13.229999542236328,13.359999656677246,38722300
13.449999809265137,13.640000343322754,13.359999656677246,13.59000015258789,77054300
13.5600004196167,13.850000381469727,13.375,13.640000343322754,56301100
13.4399995803833,13.550000190734863,12.720000267028809,13.029999732971191,110297200
12.949999809265137,13.09000015258789,12.8149995803833,12.829999923706055,63893500
12.890000343322754,13.180000305175781,12.800000190734863,13.069999694824219,92254800
13.199999809265137,13.539999961853027,13.125,13.539999961853027,123459300
13.670000076293945,13.850000381469727,13.40999984741211,13.850000381469727,106952300
13.859999656677246,14.135000228881836,13.779999732971191,13.989999771118164,92784000
13.979999542236328,13.979999542236328,12.989999771118164,13.020000457763672,91477700
13.149999618530273,13.180000305175781,12.84000015258789,12.890000343322754,66796300
12.90999984741211,13.008999824523926,12.770000457763672,12.789999961853027,44846700
12.850000381469727,13.020000457763672,12.770000457763672,12.960000038146973,50011900
13.0,13.015000343322754,12.6899995803833,12.75,39547400
12.8100004196167,12.925000190734863,12.720000267028809,12.729999542236328,33401700
12.75,12.760000228881836,12.520000457763672,12.609999656677246,40569900
12.619999885559082,12.779999732971191,12.529999732971191,12.630000114440918,37596400
12.59000015258789,12.675000190734863,12.489999771118164,12.619999885559082,39630600
12.670000076293945,12.720000267028809,12.180000305175781,12.220000267028809,46485900
12.199999809265137,12.380000114440918,12.020000457763672,12.050000190734863,41239000
12.130000114440918,12.145000457763672,11.920000076293945,12.029999732971191,26835000
12.079999923706055,12.25,11.899999618530273,12.149999618530273,36346300
12.359999656677246,12.53499984741211,12.109999656677246,12.220000267028809,33112800
12.279999732971191,12.600000381469727,12.270000457763672,12.40999984741211,34620300
12.5,12.59000015258789,12.25,12.300000190734863,21286100
12.300000190734863,12.369999885559082,11.890000343322754,11.920000076293945,43082200
11.920000076293945,12.289999961853027,11.895000457763672,12.239999771118164,38860700
12.329999923706055,12.460000038146973,12.25,12.369999885559082,38023100
12.270000457763672,12.319999694824219,11.890000343322754,12.010000228881836,62405900
13.399999618530273,14.069999694824219,12.920000076293945,13.100000381469727,130527200
13.100000381469727,13.510000228881836,12.770000457763672,13.329999923706055,84793300
13.229999542236328,13.354999542236328,13.100000381469727,13.119999885559082,70276900
13.46500015258789,13.75,13.140000343322754,13.619999885559082,82951200
13.520000457763672,13.800000190734863,13.4399995803833,13.670000076293945,58211900
13.720000267028809,13.979999542236328,13.489999771118164,13.9399995803833,57585900
14.0,14.505000114440918,13.9350004196167,14.229999542236328,53917500
14.239999771118164,14.350000381469727,14.071000099182129,14.239999771118164,70769700
14.479999542236328,14.670000076293945,14.255000114440918,14.640000343322754,50414500
14.75,15.114999771118164,14.65999984741211,14.770000457763672,59267400
14.609999656677246,14.819999694824219,14.59000015258789,14.800000190734863,37376800
14.579999923706055,14.869999885559082,14.34000015258789,14.859999656677246,50584500
14.869999885559082,15.03499984741211,14.729999542236328,14.899999618530273,37627700
14.84000015258789,14.994999885559082,14.479999542236328,14.869999885559082,45649700
15.010000228881836,15.175000190734863,14.520000457763672,14.739999771118164,49821200
14.779999732971191,15.345000267028809,14.710000038146973,15.220000267028809,61821400
15.229999542236328,15.510000228881836,15.005000114440918,15.460000038146973,40629900
15.550000190734863,15.710000038146973,15.300000190734863,15.510000228881836,37644300
15.529999732971191,15.8149995803833,15.479999542236328,15.619999885559082,43807400
15.680000305175781,15.770000457763672,15.539999961853027,15.6899995803833,31778500
15.75,16.0049991607666,15.704999923706055,15.90999984741211,40993300
15.9399995803833,16.06999969482422,15.65999984741211,15.890000343322754,37822300
15.949999809265137,16.049999237060547,15.824999809265137,15.960000038146973,43418807
